Fp1,Fp2,F3,F4
-1.177978961947367065e+00,-1.178486666172952280e+00,-1.419617307990400201e+00,-1.119080013849998556e+00
-9.745163906647764662e-01,-8.390925122438825934e-01,-9.057455118260493432e-01,-9.257905711315376207e-01
2.924325292544334154e-01,4.606654000118500791e-01,3.338267080708782752e-01,2.778109027917117224e-01
9.860735938114126853e-01,1.011587643740544218e+00,1.036287909504285176e+00,9.367699141208419844e-01
1.356148670143797252e+00,1.383687633625044544e+00,1.507829483207014265e+00,1.288341236636607379e+00
1.907720212503400070e+00,1.457075912387166827e+00,2.011747803131489931e+00,1.812334201878230022e+00
2.272392716897590148e+00,2.116047231805670226e+00,2.593170354008220269e+00,2.158773081052710374e+00
1.625574841048480268e+00,1.454230596191864233e+00,1.688951552521382515e+00,1.544296098996056132e+00
5.698072130050211292e-01,4.452184001575607564e-01,6.980049359306838008e-01,5.413168523547700062e-01
-2.584566457630692593e-01,-1.217048608675321275e-01,-3.080346771515617976e-01,-2.455338134749157908e-01
-1.607875259127923950e+00,-1.519247047685094110e+00,-1.930791952869677752e+00,-1.527481496171527731e+00
-1.819613171867308754e+00,-1.522641721778247970e+00,-2.111787410039417612e+00,-1.728632513273943294e+00
-1.995918230614434519e+00,-1.905344037728508688e+00,-2.310777826086529707e+00,-1.896122319083712648e+00
-1.761190890491121985e+00,-1.578970738028994125e+00,-2.038361302689438048e+00,-1.673131345966565764e+00
-1.369053392629458132e+00,-1.157738924967563143e+00,-1.574546502389547520e+00,-1.300600722997985237e+00
-3.142058529530966648e-01,-3.297156893186196647e-01,-1.521060474926846651e-01,-2.984955603054418316e-01
4.621651592932912167e-01,1.788631420530377991e-01,5.213715411191839344e-01,4.390569013286266253e-01
1.158019553824496395e+00,9.637199485334974058e-01,1.287486781578570438e+00,1.100118576133271464e+00
1.845331376793265088e+00,1.587592995657165496e+00,1.953623987613273494e+00,1.753064807953601756e+00
2.017083851731800159e+00,1.764040559412134224e+00,2.276072365314802948e+00,1.916229659145210151e+00
1.474082491449705490e+00,1.246986616389490266e+00,1.469873445204946671e+00,1.400378366877220060e+00
7.094084316748817676e-01,6.258463671388070360e-01,5.580791455974848381e-01,6.739380100911376292e-01
3.306949474810325640e-01,2.367277653072976940e-01,2.656270159212982818e-01,3.141602001069809247e-01
-6.716239702020588842e-01,-5.308278308676356305e-01,-6.936026384078211038e-01,-6.380427716919558900e-01
-1.407528873049091356e+00,-1.181093896345663197e+00,-1.574322200724109333e+00,-1.337152429396636810e+00
-1.439167225572427489e+00,-1.309132253118606481e+00,-1.735985080819098414e+00,-1.367208864293806059e+00
-1.495430271041659598e+00,-1.535868386068381497e+00,-1.736163288296483032e+00,-1.420658757489576596e+00
-3.985548734770429369e-01,-2.105777088724725965e-01,-3.695276010559216395e-01,-3.786271298031907984e-01
-4.057780577513200870e-02,4.433356348090514154e-02,-2.073169564126301628e-02,-3.854891548637540827e-02
7.452868338930456193e-01,5.365461008385257191e-01,8.775874061840271967e-01,7.080224921983933051e-01
7.331053076376501387e-01,5.659484696951648797e-01,1.023975911356204138e+00,6.964500422557675652e-01
1.452666374535939608e+00,1.507449579198476108e+00,1.652329446580418804e+00,1.380033055809142484e+00
9.272848099575485836e-01,9.146654891426927447e-01,1.257563249544812578e+00,8.809205694596711211e-01
7.308856340667989615e-01,6.074972220720092908e-01,7.488697023592185698e-01,6.943413523634589524e-01
-6.145043414092572487e-01,-6.298960898644493378e-01,-6.234542582985392878e-01,-5.837791243387943085e-01
-9.009109954624320293e-01,-8.353221531997223614e-01,-1.017641226254129005e+00,-8.558654456893103335e-01
-1.477616155073201654e+00,-1.304202075174925035e+00,-1.790689153480184315e+00,-1.403735347319541527e+00
-1.957617776923185726e+00,-1.792382577456164361e+00,-2.107370958611588740e+00,-1.859736888077026418e+00
-1.924356617738175901e+00,-1.788624469292859009e+00,-2.102778072491364281e+00,-1.828138786851267072e+00
-1.195068369776365991e+00,-1.128804549448143790e+00,-1.360423310661135199e+00,-1.135314951287547558e+00
-4.387698484317969494e-01,-3.943574239734087827e-01,-5.720663333226350122e-01,-4.168313560102070991e-01
6.963361754798425007e-01,7.098224374194267439e-01,7.301791398227442942e-01,6.615193667058503202e-01
1.414134487749762581e+00,1.330554454347523841e+00,1.724513745050546110e+00,1.343427763362274430e+00
1.898932737929188264e+00,1.882521838413484083e+00,2.048368472579586097e+00,1.803986101032728717e+00
1.849024181991827387e+00,1.640427921195819483e+00,2.042801313585905110e+00,1.756572972892235907e+00
2.360863386642091832e+00,2.032878359923315781e+00,2.536222461216042223e+00,2.242820217309986930e+00
1.269063924670659649e+00,1.216049028485582717e+00,1.405476830963079404e+00,1.205610728437126689e+00
4.560626213594437539e-01,4.824878944559951588e-01,6.616211521239068194e-01,4.332594902914715385e-01
-2.505772356288643588e-01,-4.106907752101546238e-01,-2.352363389813959260e-01,-2.380483738474211408e-01
-1.044209532720596689e+00,-1.098185828120093577e+00,-1.052338799709711559e+00,-9.919990560845668437e-01
-2.256842807136427709e+00,-2.024680983892376496e+00,-2.481830891836068975e+00,-2.144000666779606323e+00
-2.131389548934746525e+00,-2.029509980560311622e+00,-2.388484845192436090e+00,-2.024820071488008910e+00
-1.413727851015518233e+00,-1.542034911157643240e+00,-1.614705448207105709e+00,-1.343041458464742322e+00
-7.982999845902765124e-01,-6.489724418336333400e-01,-8.904911107624674527e-01,-7.583849853607625979e-01
3.736217791222848361e-02,1.221501477670383085e-01,9.579383753868078721e-02,3.549406901661705804e-02
7.654738832047990327e-01,6.110082644779462058e-01,9.467188009618646705e-01,7.272001890445590755e-01
1.315605575099197067e+00,1.116354308527117256e+00,1.477351045961345477e+00,1.249825296344237113e+00
1.170163694467318383e+00,1.255523900814050631e+00,1.326788705923525491e+00,1.111655509743952441e+00
1.165957914813553264e+00,1.087714791609610376e+00,1.188642249885042856e+00,1.107660019072875590e+00
5.487670176680594647e-01,3.952062277341250596e-01,6.027177532156475781e-01,5.213286667846565026e-01
-1.504862929263575677e-01,-2.571762371848432815e-01,-6.067563749559415354e-02,-1.429619782800396754e-01
-6.126701718259206508e-01,-4.581798742114391310e-01,-7.281918764146395606e-01,-5.820366632346245517e-01
-1.276243411907834746e+00,-1.178783872670357447e+00,-1.335810729136044150e+00,-1.212431241312442953e+00
-1.400393048506432425e+00,-1.163399086846552244e+00,-1.520874149774630313e+00,-1.330373396081110826e+00
-1.166285789728235933e+00,-1.117358079926448866e+00,-1.308172147306670308e+00,-1.107971500241824003e+00
-7.017762837420582489e-01,-7.295271055743617339e-01,-7.263201862379350393e-01,-6.666874695549552809e-01
2.247035291175133731e-01,4.809223455102773492e-02,1.735322986538046230e-01,2.134683526616376892e-01
1.251185935265295868e+00,1.263984243881265179e+00,1.507347815547866343e+00,1.188626638502030985e+00
1.616387984069911354e+00,1.402761859359621832e+00,1.728735118141017546e+00,1.535568584866415787e+00
1.836386039756541688e+00,1.473174259549134613e+00,1.930211191078005317e+00,1.744566737768714626e+00
2.111527182929787028e+00,1.910116163455853222e+00,2.192852055664748612e+00,2.005950823783297476e+00
1.518633902025725346e+00,1.509262795828441028e+00,1.610927662469227695e+00,1.442702206924439068e+00
6.533846515976986513e-01,6.220241656160638843e-01,6.059331114343105007e-01,6.207154190178136854e-01
-1.779384117510400265e-01,-6.755449304862354287e-03,-2.139713886093336237e-01,-1.690414911634880168e-01
-1.398643393197729123e+00,-1.232866669420932926e+00,-1.708540162929117034e+00,-1.328711223537842656e+00
-1.652243415181743558e+00,-1.343723067068280486e+00,-1.785070475985451655e+00,-1.569631244422656335e+00
-2.178302636971510164e+00,-1.898543089389887362e+00,-2.212759589607742328e+00,-2.069387505122934456e+00
-1.976783534707635681e+00,-1.757199035670449438e+00,-2.014075933970497001e+00,-1.877944357972253897e+00
-1.512412007657029100e+00,-1.340597460819808795e+00,-1.711980618514907349e+00,-1.436791407274177645e+00
-4.382149549072333339e-01,-1.041799946684592859e-01,-5.363311277438167490e-01,-4.163042071618716644e-01
3.907833973688531470e-01,3.367878499354217126e-01,3.344548563592953938e-01,3.712442275004104730e-01
1.476575642222589080e+00,1.277133984684819534e+00,1.765837142191360787e+00,1.402746860111459659e+00
1.694647610470620069e+00,1.512205573013845283e+00,1.879152524309036787e+00,1.609915229947088910e+00
2.079092155505693817e+00,1.647117411300171863e+00,2.322291817054399132e+00,1.975137547730408949e+00
1.639212655129355989e+00,1.484023415143165048e+00,1.913753670722438294e+00,1.557252022372888067e+00
8.180964508987783601e-01,7.105213039493833982e-01,1.019467452459045020e+00,7.771916283538393699e-01
2.268885508992740663e-01,2.316111068325189259e-01,2.990468595164711418e-01,2.155441233543103630e-01
-8.836584798640347849e-01,-7.342044860379254301e-01,-9.206374136189257040e-01,-8.394755558708330012e-01
-8.754584782282566202e-01,-7.189005815035213187e-01,-9.860430854308795956e-01,-8.316855543168437670e-01
-1.418788713426183179e+00,-1.331970214532482988e+00,-1.741608059390759689e+00,-1.347849277754874064e+00
-1.167539653519085618e+00,-1.003078891187562327e+00,-1.295141625516929906e+00,-1.109162670843131249e+00
-3.529637621178448037e-01,-4.986732375908226045e-01,-4.125377625234876722e-01,-3.353155740119525552e-01
2.023787827155449914e-01,4.463058342161350112e-01,3.600371972111230390e-01,1.922598435797677197e-01
7.027336348620187856e-01,7.723676541734433298e-01,6.413505663924530253e-01,6.675969531189178685e-01
1.398238012731022550e+00,1.301973157834748873e+00,1.407723875233823696e+00,1.328326112094471378e+00
1.261519167716083967e+00,1.010590888880342098e+00,1.475305496989940179e+00,1.198443209330279702e+00
1.478175618416178283e+00,1.394213859057425564e+00,1.678778096444936807e+00,1.404266837495369291e+00
7.376753420262062155e-01,6.351588202479357959e-01,8.554683314055957499e-01,7.007915749248958548e-01
-2.223543012211775804e-01,-3.945748327933863431e-01,-3.231271020840684738e-01,-2.112365861601187000e-01
-1.319545178756328152e+00,-1.247725157185174849e+00,-1.443953726345666766e+00,-1.253567919818511678e+00
-1.436292991776961125e+00,-1.266204176910225243e+00,-1.636876719493325805e+00,-1.364478342188113036e+00
-1.645887268461888153e+00,-1.567830365743380971e+00,-1.621684610618800537e+00,-1.563592905038793779e+00
-1.694475232966396794e+00,-1.550654672686163638e+00,-1.911221433909447764e+00,-1.609751471318076943e+00
-1.327327467466684618e+00,-1.232243305023543734e+00,-1.568973896156138803e+00,-1.260961094093350221e+00
-3.902734312859596488e-01,-3.875693486880000815e-01,-3.136427961331517134e-01,-3.707597597216616414e-01
5.275801072962646998e-01,5.776082194158026484e-01,5.574200418100665466e-01,5.012011019314513982e-01
1.713938612225775149e+00,1.595033899414099343e+00,2.022668098551421600e+00,1.628241681614486236e+00
1.977534309512324784e+00,1.833920635626344886e+00,2.229768367515518435e+00,1.878657594036708511e+00
2.323731396293447382e+00,1.967001183533298114e+00,2.724593032149604799e+00,2.207544826478774702e+00
2.174476728035418471e+00,1.907945246242297666e+00,2.618093607918726917e+00,2.065752891633647614e+00
1.484381112360236399e+00,1.485187858737023525e+00,1.805965554739500156e+00,1.410162056742224612e+00
3.011308342534215754e-01,2.571574782603422427e-01,2.532793688862002845e-01,2.860742925407505077e-01
-6.287748474675718402e-01,-6.381692389346411698e-01,-7.525192291060481820e-01,-5.973361050941932149e-01
-1.447756499911618588e+00,-1.353146963928935964e+00,-1.623030845249977094e+00,-1.375368674916037648e+00
-1.785019793192829107e+00,-1.642891855567872650e+00,-1.824883529284801575e+00,-1.695768803533187485e+00
-1.626531660376571375e+00,-1.451175729323274100e+00,-1.738837159670402865e+00,-1.545205077357742818e+00
-1.529197839457227204e+00,-1.317142759497526461e+00,-1.478825475693051228e+00,-1.452737947484365799e+00
-9.538475112157415170e-01,-9.217446524406271990e-01,-9.883509152726570601e-01,-9.061551356549544245e-01
7.259446919671411202e-02,2.106176941059377528e-02,1.706358078004631129e-01,6.896474573687839948e-02
5.873981379246545620e-01,5.823499311657244215e-01,5.948756934771270988e-01,5.580282310284218061e-01
1.177755062864731084e+00,9.539408671329201450e-01,1.279312227222821452e+00,1.118867309721494507e+00
1.563604660343021813e+00,1.454865369921392260e+00,1.705133295004889193e+00,1.485424427325870544e+00
1.500214183737842877e+00,1.389160910815104844e+00,1.634790715445614717e+00,1.425203474550950755e+00
6.222732258456094012e-01,5.855113020269971935e-01,5.519712563277914263e-01,5.911595645533288534e-01
-2.811150743722889978e-02,1.058086974208559267e-01,-4.649111504734122075e-02,-2.670593206536745270e-02
-8.400441900663603301e-01,-7.665325558114390869e-01,-9.607048011125963738e-01,-7.980419805630423191e-01
-1.594023716235723143e+00,-1.417809999426628442e+00,-1.821553661336648755e+00,-1.514322530423936941e+00
-1.669998167377603204e+00,-1.365091455900350859e+00,-1.872012323180239024e+00,-1.586498259008722878e+00
-1.200389594274002825e+00,-1.093714471170646352e+00,-1.178730065465297239e+00,-1.140370114560302683e+00
-4.912785822913633416e-01,-5.104317924310611820e-01,-4.804431453490225490e-01,-4.667146531767951689e-01
1.220121798081696407e-01,-1.243688280676898544e-01,1.698481800220305038e-01,1.159115708177611559e-01
1.119376269806938273e+00,9.411557132873915599e-01,1.467322340824540383e+00,1.063407456316591393e+00
2.062347873414071664e+00,1.890581251132804841e+00,2.157667941143956103e+00,1.959230479743367948e+00
2.307059834022936684e+00,2.103661760934093738e+00,2.465942577255121559e+00,2.191706842321789583e+00
1.914918053907642470e+00,1.738373620800470976e+00,1.953538588088988170e+00,1.819172151212260280e+00
1.506711699773669810e+00,1.149407784924064035e+00,1.808837850154767501e+00,1.431376114784986164e+00
1.943506575880837861e-02,2.004479492872823093e-02,-1.376129516721037727e-03,1.846331247086795829e-02
-6.449991811698511102e-01,-6.340300887560409437e-01,-6.197601822131888483e-01,-6.127492221113585158e-01
-1.199025499758000102e+00,-1.053744397146885614e+00,-1.482017368503735000e+00,-1.139074224770100008e+00
-2.195207291572978114e+00,-1.997145707598808828e+00,-2.514743322189960661e+00,-2.085446926994328987e+00
-2.369381635760260174e+00,-2.066216199007369969e+00,-2.646138661051429253e+00,-2.250912553972247210e+00
-2.220482948196005779e+00,-2.043592232717498458e+00,-2.621017549421512438e+00,-2.109458800786205401e+00
-1.201952980436157059e+00,-9.169660557789789390e-01,-1.282954909754892014e+00,-1.141855331414349140e+00
-2.711864166814687005e-01,-6.885264060673376707e-02,-1.148776512983905873e-01,-2.576270958473952377e-01
7.393970933984406191e-01,7.200395257356524414e-01,8.414658674809017969e-01,7.024272387285185326e-01
1.303337023357959978e+00,1.108119483026631436e+00,1.399597512008882383e+00,1.238170172190061979e+00
1.956250612341967621e+00,1.753130217522534506e+00,2.076528939178069688e+00,1.858438081724869129e+00
1.522149675903847310e+00,1.502011382604843126e+00,1.562287017593773752e+00,1.446042192108654811e+00
2.029477250619076578e+00,1.831155444955500977e+00,2.319290216619698697e+00,1.928003388088122660e+00
1.232953783047987306e+00,1.121756011968883859e+00,1.368362708314456055e+00,1.171306093895587930e+00
2.152165495538257145e-01,3.927634096426262378e-01,3.429061779102160479e-01,2.044557220761344107e-01
-8.533299132117262431e-01,-6.462238030823911350e-01,-7.882015765657578443e-01,-8.106634175511399087e-01
-1.205892450616973921e+00,-1.205194139303691347e+00,-1.227112131943150830e+00,-1.145597828086125203e+00
-1.363254319891554545e+00,-1.172432912396098814e+00,-1.468833206974951455e+00,-1.295091603896976862e+00
-1.196791477454456354e+00,-1.237951524085342703e+00,-1.132971383883802918e+00,-1.136951903581733481e+00
-2.647744759981094931e-01,-3.692867827289468274e-01,-1.749119868072759876e-01,-2.515357521982040101e-01
3.118696091353799771e-01,4.375131862182197739e-01,2.260047940726314653e-01,2.962761286786109727e-01
1.003810009571390882e+00,8.113343501938081737e-01,1.125217615048801578e+00,9.536195090928213380e-01
1.470712242047050644e+00,1.388926657403353637e+00,1.454257797759274551e+00,1.397176629944698156e+00
1.414913778085141294e+00,1.325428167509909327e+00,1.598076780825391507e+00,1.344168089180884262e+00
1.183134175268536037e+00,9.710987545090471462e-01,1.224836301773992053e+00,1.123977466505109213e+00
8.186967643869708100e-01,8.746807476967792816e-01,1.030316649568602472e+00,7.777619261676221862e-01
-3.990261803496764070e-02,-2.978277019731424557e-01,-2.124418192606247410e-02,-3.790748713321925867e-02
-8.746612355596362631e-01,-7.962407523252108543e-01,-1.011359466235928650e+00,-8.309281737816544000e-01
-1.833944288507311171e+00,-1.703190566893215685e+00,-2.018857140960461649e+00,-1.742247074081945568e+00
-1.650274104990471669e+00,-1.467291316500155318e+00,-1.725641620285229605e+00,-1.567760399740947941e+00
-1.719933958056501622e+00,-1.537352268812213874e+00,-1.800663715084535266e+00,-1.633937260153676574e+00
-1.603985488411373783e+00,-1.312709754940101670e+00,-1.573746583848671721e+00,-1.523786213990804939e+00
-4.955410503108601539e-01,-3.337804403610504789e-01,-5.348283388170569363e-01,-4.707639977953171351e-01
6.319096310956642260e-01,5.782568004359665004e-01,7.000547240644859892e-01,6.003141495408810258e-01
1.724737970010330024e+00,1.434963223950458167e+00,2.117280408468690922e+00,1.638501071509813389e+00
1.668775795120269745e+00,1.763307397894170236e+00,1.752756343701380226e+00,1.585337005364256147e+00
2.471756731468797597e+00,2.167314141364713009e+00,2.512873814056327149e+00,2.348168894895357628e+00
1.646590796446922633e+00,1.570230131866494405e+00,1.587374705253691065e+00,1.564261256624576379e+00
1.722156783336064256e+00,1.493865536135090100e+00,2.092427548509836921e+00,1.636048944169260944e+00
8.835804060976124585e-01,8.644041368422485938e-01,9.596393693748588305e-01,8.394013857927318245e-01
-7.016588335207959437e-01,-6.522951102430144532e-01,-7.264236372492870464e-01,-6.665758918447560744e-01
-1.390435608418431723e+00,-1.116073953500674731e+00,-1.675066697635823720e+00,-1.320913827997510115e+00
-1.832066982846151104e+00,-1.744114440552759770e+00,-2.015322063041637524e+00,-1.740463633703843493e+00
-1.871642600631255648e+00,-1.721372533288588524e+00,-1.989413104996181625e+00,-1.778060470599692744e+00
-1.266876267753192398e+00,-1.120575532922798212e+00,-1.483445550012518321e+00,-1.203532454365532800e+00
-9.833286361063446890e-01,-8.750009426011498004e-01,-1.075937700290661825e+00,-9.341622043010273657e-01
1.616917799411921597e-01,1.157721475549840368e-01,2.820658775084203818e-01,1.536071909441325545e-01
7.282232371589307807e-01,6.807151355924481173e-01,8.298646595328197373e-01,6.918120753009842083e-01
1.289732173484039235e+00,9.334323224840309630e-01,1.394836731865973123e+00,1.225245564809837262e+00
1.476905282378836892e+00,1.364481048324398538e+00,1.511852280914928182e+00,1.403060018259894903e+00
1.191243335659318170e+00,1.016098637199107424e+00,1.308022728309310212e+00,1.131681168876352173e+00
6.295637068639042822e-01,5.633335636014082937e-01,7.985254382996130884e-01,5.980855215207090403e-01
-4.240066748525015417e-01,-5.469149891854963030e-01,-5.923104198842396029e-01,-4.028063411098764535e-01
-7.889515869230012690e-01,-4.744561760365109127e-01,-8.372185589590362964e-01,-7.495040075768512056e-01
-9.870582395047431401e-01,-9.479129974494062694e-01,-1.032411122041907214e+00,-9.377053275295059720e-01
-1.362026920031388588e+00,-1.166757700991366331e+00,-1.437731437241008381e+00,-1.293925574029819003e+00
-1.256108535578025265e+00,-1.132215918077757344e+00,-1.526630647630983439e+00,-1.193303108799123935e+00
-5.397027751250603744e-01,-4.090442515553257552e-01,-4.555424012750004525e-01,-5.127176363688072946e-01
3.057504175698078086e-01,1.571359394643173091e-01,3.364606787691483691e-01,2.904628966913174182e-01
8.862262805976068858e-01,7.072801101110388622e-01,9.624237152235451953e-01,8.419149665677264638e-01
1.895890888893483783e+00,1.669807520767788711e+00,2.018161869748160697e+00,1.801096344448809505e+00
2.486789736413244967e+00,2.213861882782227397e+00,2.826771202684150719e+00,2.362450249592582541e+00
2.363752753645557370e+00,2.100989899623837420e+00,2.658755088077849660e+00,2.245565115963279457e+00
1.372514539655333765e+00,1.224567170784002457e+00,1.604674698611996853e+00,1.303888812672566955e+00
1.936337000550725218e-02,1.220654648187833452e-01,5.086251027364678545e-02,1.839520150523188749e-02
-8.749095897172756153e-01,-8.528970771010027097e-01,-1.031824783583722871e+00,-8.311641102314117902e-01
-1.257125079643192089e+00,-1.203474560483798195e+00,-1.437238308149925814e+00,-1.194268825661032318e+00
-2.083864518885560457e+00,-1.796178620312922636e+00,-2.409240512611976914e+00,-1.979671292941282301e+00
-2.414027167791045869e+00,-2.187081422298350120e+00,-2.665906219136521482e+00,-2.293325809401493665e+00
-1.741008243178353343e+00,-1.568294088324303281e+00,-1.846467812224543925e+00,-1.653957831019435609e+00
-1.129121618328447374e+00,-9.442173484375078196e-01,-1.276197825374691952e+00,-1.072665537412024861e+00
-3.154108056476351840e-01,-2.732590413977664667e-01,-4.064396273199564202e-01,-2.996402653652533998e-01
2.153921209066580467e-01,5.646512437998277290e-02,1.836558090433882129e-01,2.046225148613251277e-01
1.747275416965463180e+00,1.532282568381084564e+00,2.008096452108335317e+00,1.659911646117189887e+00
2.069627042620803437e+00,1.917663128569254472e+00,2.347366014481157226e+00,1.966145690489763176e+00
1.329259678293715385e+00,1.292960681256408728e+00,1.343859198571314195e+00,1.262796694379029638e+00
1.574468632151982517e+00,1.516072952965809462e+00,1.715856771578637696e+00,1.495745200544383424e+00
1.128242985157715372e+00,1.063312251131416586e+00,1.200766244677244465e+00,1.071830835899829637e+00
6.384409486008896240e-02,-1.895662129415000285e-02,7.649237084672143305e-02,6.065189011708450872e-02
-6.139838322480952737e-01,-5.322097755288531795e-01,-6.466024250807199669e-01,-5.832846406356905211e-01
-1.223472388129671851e+00,-1.182547682256447130e+00,-1.533943848961561995e+00,-1.162298768723188269e+00
-1.200347124622529238e+00,-1.061430443452982431e+00,-1.212350747387161753e+00,-1.140329768391402654e+00
-1.116066542066156186e+00,-1.132022890179742891e+00,-1.125301380596599010e+00,-1.060263214962848366e+00
-5.084131209925707440e-01,-3.750161090107599904e-01,-5.831618647578812320e-01,-4.829924649429421790e-01
2.141688944206338874e-01,1.741372368516749813e-01,1.743196149706253695e-01,2.034604496996021972e-01
8.079398577085488142e-01,7.615668309473995201e-01,9.560855778420921380e-01,7.675428648231212847e-01
1.283424959200423876e+00,9.171256020223248484e-01,1.445821280960964739e+00,1.219253711240402716e+00
1.584726514700110611e+00,1.280027801045421576e+00,1.798875887562811693e+00,1.505490188965105114e+00
1.563954916781313154e+00,1.314895031803355430e+00,1.821381262016022129e+00,1.485757170942247463e+00
3.172270118682871676e-01,2.040728709530629792e-01,2.559285377232768943e-01,3.013656612748727981e-01
1.842514683643339257e-01,1.865188889042176112e-01,1.968230839662442055e-01,1.750388949461172128e-01
-1.053834242020960543e+00,-8.697169374076181292e-01,-9.385914317261460083e-01,-1.001142529919912372e+00
-1.782719313180161080e+00,-1.504119210200631773e+00,-2.007799316776959664e+00,-1.693583347521153026e+00
-2.075161895285658087e+00,-1.910077807942710093e+00,-2.412651383968466234e+00,-1.971403800521374983e+00
-1.948871712311945226e+00,-1.931360489090731658e+00,-2.133237777715696115e+00,-1.851428126696347931e+00
-1.075782842332458245e+00,-9.074894705650619064e-01,-1.120797781694906847e+00,-1.021993700215835243e+00
-1.181342039752647788e-01,-1.251057048880855893e-01,-8.424716583321023577e-02,-1.122274937765015412e-01
8.735900452590071863e-01,9.588311009724684864e-01,1.053905619565260299e+00,8.299105429960568214e-01
1.762504109439252620e+00,1.646932764690563822e+00,1.961242868791458704e+00,1.674378903967289833e+00
2.534956823844346285e+00,2.397434340685358212e+00,2.857359355276471113e+00,2.408208982652128682e+00
2.477145475852358558e+00,2.400628299529711018e+00,2.849600726794868866e+00,2.353288202059740541e+00
2.294515929442327185e+00,2.078103762505534746e+00,2.629144648410256746e+00,2.179790132970210514e+00
1.367104776633450536e+00,1.151681813477410055e+00,1.392278844656936743e+00,1.298749537801777931e+00
2.720325065043420754e-01,2.488691388663304971e-01,2.262807385903349844e-01,2.584308811791249383e-01
-7.584960831456053487e-01,-8.010696651746858077e-01,-1.056951312536264842e+00,-7.205712789883250702e-01
-1.546039524648480157e+00,-1.410372335851997283e+00,-1.825701624780189603e+00,-1.468737548416056082e+00
-1.948466932048038558e+00,-1.633436538461285448e+00,-2.126231085490775996e+00,-1.851043585445636630e+00
-1.759526272898341404e+00,-1.508213732977769173e+00,-1.897600252957500233e+00,-1.671549959253424200e+00
-1.312736525362230955e+00,-1.268575626149744728e+00,-1.478661329041736083e+00,-1.247099699094119440e+00
-6.441998699579710719e-01,-7.349397786888660633e-01,-7.357870656077225568e-01,-6.119898764600725238e-01
7.216176578420627208e-02,2.061959622423845673e-01,7.552975409226143910e-02,6.855367749499595431e-02
7.228761925222066953e-01,6.164691744764498882e-01,8.102710413954757884e-01,6.867323828960962828e-01
8.702783325505740741e-01,6.246822844382791118e-01,9.427699996194212062e-01,8.267644159230452816e-01
1.321220712752883886e+00,1.168712968450083878e+00,1.393709349528101438e+00,1.255159677115239569e+00
1.216136412489347229e+00,1.119829922831254709e+00,1.427506673034312223e+00,1.155329591864879824e+00
4.863360138100558672e-01,5.558655321009084993e-01,5.019775057259131534e-01,4.620192131195530738e-01
-2.735560287375759514e-01,-8.811573016877283226e-02,-2.407304896882145051e-01,-2.598782273006971510e-01
-1.038773426884844531e+00,-7.588780127979133372e-01,-1.164964572377947372e+00,-9.868347555406022931e-01
-1.495826592792255605e+00,-1.564799083493769727e+00,-1.525081102721252080e+00,-1.421035263152642836e+00
-1.754372793501794758e+00,-1.703976401969614418e+00,-1.912607747779319300e+00,-1.666654153826705009e+00
-1.112777935645851146e+00,-9.049666740514379359e-01,-1.073643288473984381e+00,-1.057139038863558644e+00
-6.154194352537522006e-01,-4.856530939704505334e-01,-6.059757791691495754e-01,-5.846484634910645850e-01
4.575225493476253735e-01,4.148161210665052279e-01,4.762207735433804379e-01,4.346464218802441049e-01
1.335391363420070476e+00,1.168538246675427272e+00,1.479792666796234446e+00,1.268621795249066819e+00
1.764407371663775814e+00,1.636827567090265667e+00,2.011958200801399421e+00,1.676187003080586990e+00
2.031180065699835779e+00,1.669178799910205013e+00,2.310983434939570813e+00,1.929621062414843990e+00
1.585941643154658909e+00,1.506524025198408223e+00,1.913469914035482500e+00,1.506644560996925897e+00
9.264030205137144813e-01,8.944661609514000800e-01,9.240429348842607027e-01,8.800828694880287184e-01
3.210127245206547131e-01,1.749433596944567904e-01,3.547958674478642882e-01,3.049620882946219580e-01
-3.598896604460058435e-01,-1.764148454565261093e-01,-5.791557973961409811e-01,-3.418951774237055097e-01
-1.568226657628339238e+00,-1.526189810391683110e+00,-1.869966612072417877e+00,-1.489815324746922132e+00
-2.305887841168716701e+00,-2.317050097558177590e+00,-2.474305956289645891e+00,-2.190593449110280755e+00
-2.526612243478009390e+00,-2.239192962122614095e+00,-2.730536629874714460e+00,-2.400281631304108654e+00
-1.857036876435314454e+00,-1.633510573559449952e+00,-2.070649338613356427e+00,-1.764185032613548643e+00
-1.320084811178213080e+00,-1.171724014973179795e+00,-1.466935988234273180e+00,-1.254080570619302337e+00
-4.653097890663934755e-01,-6.183910116347196562e-01,-4.189796621879485761e-01,-4.420442996130737878e-01
8.163994369953221364e-01,8.171853342430324130e-01,9.930151795218054023e-01,7.755794651455559796e-01
1.501740929200095831e+00,1.253539395374226206e+00,1.625578493715548856e+00,1.426653882740090973e+00
2.226155945769215272e+00,1.911038137859958352e+00,2.251504115720469823e+00,2.114848148480754197e+00
1.921465986499838907e+00,1.826916083530880197e+00,2.267144369300259310e+00,1.825392687174846928e+00
1.219802948772527706e+00,1.234712615241575495e+00,1.320119098258373924e+00,1.158812801333901188e+00
5.660349384152664198e-01,6.900721428967999671e-01,4.683903330336661730e-01,5.377331914945030489e-01
-2.660252974839103501e-01,-2.988904031142111672e-01,-2.238909213943022225e-01,-2.527240326097148215e-01
-6.849346798909133893e-01,-6.043754826070496522e-01,-6.205282683228213747e-01,-6.506879458963676921e-01
